,학교명,시군구,한부모가족지원법수급자_재가보호_가구원수,국민기초생활보장법수급자_가구원수,소득인식수준_중간소득,소득인식수준_고소득,성인게임장수,사건종별가정폭력,사건종별데이트폭력,월평균소득금액(백만),다문화가족,환경지표_score,환경지표_cluster,환경지표_학교폭력위험도,교실안,신체폭력,집단따돌림,쉬는시간,500m_inner_Harmful_dept,위해지표_score,위해지표_cluster,위해지표_학교폭력위험도,평균 교육 시간(1학급당),500m_inner_police_dept,500m_inner_cctv,경감지표_score,경감지표_cluster,경감지표_학교폭력위험도,total_score,종합_위험도
0,가락고등학교,송파구,10.58790749512399,41.94498203971595,61.9,21.3,10.0,4.6116942204603815,0.6739813092557589,39.69562,1.6667417451236544,48.71522932797662,3,매우낮음,1.0,0.0,1.0,0.0,0,20,5,안전,147.75,0,102,-20,0,매우 안전하지 않음,22.009758025979476,안전
1,가재울고등학교,서대문구,16.758590757748077,47.709712062700575,46.9,20.2,5.0,3.5015530204069782,0.5042361113311095,39.43923,1.7417051293216057,46.19379882574886,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,100.0,0,137,-20,0,매우 안전하지 않음,41.95342124197851,위험
2,강동고등학교,강동구,14.148759196693478,48.66315663105181,52.6,19.8,15.0,4.690014354443052,0.769964042143294,33.3621,1.3340944911205153,55.14826653218568,2,보통,0.0,0.0,1.0,1.0,0,60,2,주의,30.65,0,51,-20,0,매우 안전하지 않음,35.50411264562896,위험
3,강서고등학교,양천구,15.982703163465317,58.27027195013396,62.8,13.5,6.0,4.280518811753725,0.4125165284088848,35.63309,2.47819510154163,65.10383413720601,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,237.3,1,299,-100,1,매우 안전,28.336669629046675,보통
4,강서공업고등학교,강서구,20.076996315767687,67.13030039602047,62.7,17.2,15.0,5.099762909135696,1.060769135240303,31.65221,2.591577629296631,77.83118571908382,1,매우높음,0.6666666666666666,0.0,0.3333333333333333,1.0,1,40,4,보통,187.5,1,98,-40,3,안전하지 않음,35.04614573199677,보통
5,강일고등학교,강동구,14.148759196693478,48.66315663105181,52.6,19.8,15.0,4.690014354443052,0.769964042143294,33.3621,1.3340944911205153,55.14826653218568,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,325.0,1,30,-80,2,안전,29.34723264562896,보통
6,개포고등학교,강남구,6.136110078095947,30.717738936407585,44.9,34.7,2.0,2.146930105566124,1.1605925374984505,47.99007,1.3306654312834516,19.071216500868555,3,매우낮음,0.5,0.0,0.5,0.5,1,40,4,보통,126.4,0,136,-20,0,매우 안전하지 않음,13.712003905190665,매우안전
7,건국대학교사범대학부속고등학교,광진구,16.50469192659666,57.36940166237979,53.1,23.0,7.0,3.966529015431428,0.9240169735537362,30.66952,2.4994566398609,60.19373183370286,2,보통,0.5,0.5,0.0,0.0,1,0,0,매우 안전,0.1,1,158,-40,3,안전하지 않음,16.421938570206187,매우안전
8,경기고등학교,강남구,6.136110078095947,30.717738936407585,44.9,34.7,2.0,2.146930105566124,1.1605925374984505,47.99007,1.3306654312834516,19.071216500868555,3,매우낮음,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,0,매우 안전,38.1,2,185,-100,1,매우 안전,-19.111596094809343,매우안전
9,경기기계공업고등학교,노원구,15.516190047111737,82.9601550453834,45.7,18.5,9.0,4.978838358065423,0.4968158473574574,31.93595,2.2483718251221445,73.82736650264715,2,보통,0.5,0.0,0.0,1.0,0,40,4,보통,49.4,0,86,-20,0,매우 안전하지 않음,38.78166913430498,위험
10,경기상업고등학교,종로구,17.296425622118615,27.635266501505303,38.2,53.5,17.0,0.997552178228088,0.321508329233199,23.05023333333333,6.249166777762965,32.34150469437501,0,낮음,0.0,0.0,0.0,1.0,0,40,4,보통,227.5,0,43,-20,0,매우 안전하지 않음,19.787699192282048,안전
11,경기여자고등학교,강남구,6.136110078095947,30.717738936407585,44.9,34.7,2.0,2.146930105566124,1.1605925374984505,47.99007,1.3306654312834516,19.071216500868555,3,매우낮음,1.0,0.0,0.0,1.0,0,40,4,보통,200.0,0,118,-20,0,매우 안전하지 않음,13.712003905190665,매우안전
12,경동고등학교,성북구,15.267799937292963,53.43729978052538,49.3,38.8,12.0,2.114308650138409,0.2366660456549628,31.817815,1.910839616861492,50.47278696655239,2,보통,0.0,0.0,0.0,0.0,2,100,1,매우 위험,357.6,1,159,-80,2,안전,27.20660173034028,보통
13,경문고등학교,동작구,9.306123276972544,37.65556693815866,53.1,17.0,4.0,3.170830372029197,0.4775621845131231,34.36506,1.9108792726590047,41.2546940816567,2,보통,0.0,0.0,0.0,0.0,3,100,1,매우 위험,44.6,0,281,-60,4,보통,28.55481164773387,보통
14,경복고등학교,종로구,17.296425622118615,27.635266501505303,38.2,53.5,17.0,0.997552178228088,0.321508329233199,23.05023333333333,6.249166777762965,32.34150469437501,0,낮음,0.0,1.0,1.0,1.0,0,0,0,매우 안전,532.8,1,58,-80,2,안전,-7.467260807717956,매우안전
15,경복비즈니스고등학교,강서구,20.076996315767687,67.13030039602047,62.7,17.2,15.0,5.099762909135696,1.060769135240303,31.65221,2.591577629296631,77.83118571908382,1,매우높음,0.0,0.0,0.0,0.0,2,100,1,매우 위험,235.0,1,79,-40,3,안전하지 않음,50.86970573199677,매우위험
16,경복여자고등학교,강서구,20.076996315767687,67.13030039602047,62.7,17.2,15.0,5.099762909135696,1.060769135240303,31.65221,2.591577629296631,77.83118571908382,1,매우높음,0.0,0.0,0.0,0.0,2,100,1,매우 위험,200.0,1,70,-40,3,안전하지 않음,50.86970573199677,매우위험
17,경성고등학교,마포구,12.781037587869635,35.38551728872998,53.7,29.8,2.0,3.686419392996614,0.9088444428013358,40.22976,1.875039063313819,36.21928010941029,3,매우낮음,0.0,0.0,0.0,0.0,3,100,1,매우 위험,540.0,0,148,-80,2,안전,20.680747643852637,안전
18,경신고등학교,종로구,17.296425622118615,27.635266501505303,38.2,53.5,17.0,0.997552178228088,0.321508329233199,23.05023333333333,6.249166777762965,32.34150469437501,0,낮음,1.0,0.0,1.0,1.0,0,20,5,안전,269.2,2,188,-100,1,매우 안전,-7.761380807717956,매우안전
19,경인고등학교,구로구,15.83709870050313,51.975126020091984,51.1,26.5,49.0,4.514844411515665,0.5302776676330382,28.90323,7.541278577476715,70.97225945894482,4,높음,0.0,0.0,0.0,0.0,1,100,1,매우 위험,7.05,0,95,-20,0,매우 안전하지 않음,53.29804121520222,매우위험
20,경일고등학교,성동구,11.548764487207524,37.51640061228952,47.1,33.3,15.0,2.795477403730747,0.5837023471098476,35.35332,1.91429430907649,38.34684585486745,3,매우낮음,0.5,0.5,0.5,0.5,0,0,0,매우 안전,50.0,0,295,-60,4,보통,0.8508765998842271,매우안전
21,경희고등학교,동대문구,17.442884496286997,53.49340636239155,46.3,22.0,16.0,4.093671836552462,0.90907541348727,30.11303,3.3485030669244,58.57481779644922,2,보통,1.0,0.0,1.0,1.0,3,20,5,안전,91.65,1,186,-40,3,안전하지 않음,20.955251729561905,안전
22,경희여자고등학교,동대문구,17.442884496286997,53.49340636239155,46.3,22.0,16.0,4.093671836552462,0.90907541348727,30.11303,3.3485030669244,58.57481779644922,2,보통,0.0,0.0,0.0,0.0,3,100,1,매우 위험,71.85,1,186,-40,3,안전하지 않음,42.053331729561904,위험
23,계성고등학교,성북구,15.267799937292963,53.43729978052538,49.3,38.8,12.0,2.114308650138409,0.2366660456549628,31.817815,1.910839616861492,50.47278696655239,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,56.0,1,130,-40,3,안전하지 않음,38.343881730340286,위험
24,고려대학교사범대학부속고등학교,성북구,15.267799937292963,53.43729978052538,49.3,38.8,12.0,2.114308650138409,0.2366660456549628,31.817815,1.910839616861492,50.47278696655239,2,보통,0.0,0.0,1.0,0.0,0,60,2,주의,250.0,0,152,-20,0,매우 안전하지 않음,33.36348173034028,보통
25,고명외식고등학교,성북구,15.267799937292963,53.43729978052538,49.3,38.8,12.0,2.114308650138409,0.2366660456549628,31.817815,1.910839616861492,50.47278696655239,2,보통,1.0,1.0,0.0,1.0,8,0,0,매우 안전,104.15,0,230,-60,4,보통,6.402641730340282,매우안전
26,고척고등학교,구로구,15.83709870050313,51.975126020091984,51.1,26.5,49.0,4.514844411515665,0.5302776676330382,28.90323,7.541278577476715,70.97225945894482,4,높음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,78.19999999999999,0,248,-60,4,보통,42.16076121520222,위험
27,공항고등학교,강서구,20.076996315767687,67.13030039602047,62.7,17.2,15.0,5.099762909135696,1.060769135240303,31.65221,2.591577629296631,77.83118571908382,1,매우높음,0.5,0.0,0.0,1.0,1,40,4,보통,160.0,0,117,-20,0,매우 안전하지 않음,40.614785731996776,위험
28,관악고등학교,영등포구,9.553313977271594,25.866283536372432,39.2,40.5,17.0,3.276145648075097,0.6381347674113096,35.48012,3.242715590441678,25.401158874725976,3,매우낮음,0.5,0.0,0.0,0.0,0,100,1,매우 위험,90.0,0,78,-20,0,매우 안전하지 않음,32.43367738152229,보통
29,광남고등학교,광진구,16.50469192659666,57.36940166237979,53.1,23.0,7.0,3.966529015431428,0.9240169735537362,30.66952,2.4994566398609,60.19373183370286,2,보통,0.5,0.5,0.0,0.5,1,0,0,매우 안전,102.3,1,86,-40,3,안전하지 않음,16.421938570206187,매우안전
30,광문고등학교,강동구,14.148759196693478,48.66315663105181,52.6,19.8,15.0,4.690014354443052,0.769964042143294,33.3621,1.3340944911205153,55.14826653218568,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,1.2000000000000002,0,135,-20,0,매우 안전하지 않음,46.05315264562896,매우위험
31,광성고등학교,마포구,12.781037587869635,35.38551728872998,53.7,29.8,2.0,3.686419392996614,0.9088444428013358,40.22976,1.875039063313819,36.21928010941029,3,매우낮음,0.0,0.0,0.0,0.0,6,100,1,매우 위험,150.0,0,140,-20,0,매우 안전하지 않음,37.38666764385263,위험
32,광신고등학교,관악구,13.034363868983618,52.35769818339811,58.0,20.0,64.0,3.023201664450904,1.1496001927457389,27.82525,3.560242457017959,77.86743315829996,4,높음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,236.7,0,138,-20,0,매우 안전하지 않음,56.454941332062376,매우위험
33,광신방송예술고등학교,관악구,13.034363868983618,52.35769818339811,58.0,20.0,64.0,3.023201664450904,1.1496001927457389,27.82525,3.560242457017959,77.86743315829996,4,높음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,100.0,0,138,-20,0,매우 안전하지 않음,56.454941332062376,매우위험
34,광양고등학교,광진구,16.50469192659666,57.36940166237979,53.1,23.0,7.0,3.966529015431428,0.9240169735537362,30.66952,2.4994566398609,60.19373183370286,2,보통,0.5,0.0,0.0,0.0,0,100,1,매우 위험,106.5,0,205,-60,4,보통,37.22589857020619,위험
35,광영고등학교,양천구,15.982703163465317,58.27027195013396,62.8,13.5,6.0,4.280518811753725,0.4125165284088848,35.63309,2.47819510154163,65.10383413720601,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,450.0,0,109,-80,2,안전,33.90530962904668,보통
36,광영여자고등학교,양천구,15.982703163465317,58.27027195013396,62.8,13.5,6.0,4.280518811753725,0.4125165284088848,35.63309,2.47819510154163,65.10383413720601,2,보통,0.0,0.0,0.0,1.0,0,40,4,보통,528.55,0,109,-80,2,안전,18.08174962904668,안전
37,광운인공지능고등학교,노원구,15.516190047111737,82.9601550453834,45.7,18.5,9.0,4.978838358065423,0.4968158473574574,31.93595,2.2483718251221445,73.82736650264715,2,보통,0.5,0.5,0.0,0.5,0,0,0,매우 안전,170.0,0,170,-60,4,보통,17.095349134304982,안전
38,구로고등학교,구로구,15.83709870050313,51.975126020091984,51.1,26.5,49.0,4.514844411515665,0.5302776676330382,28.90323,7.541278577476715,70.97225945894482,4,높음,0.0,0.0,0.0,0.0,6,100,1,매우 위험,40.9,0,231,-60,4,보통,42.16076121520222,위험
39,구암고등학교,관악구,13.034363868983618,52.35769818339811,58.0,20.0,64.0,3.023201664450904,1.1496001927457389,27.82525,3.560242457017959,77.86743315829996,4,높음,0.0,0.0,0.0,0.0,1,100,1,매우 위험,28.25,0,86,-20,0,매우 안전하지 않음,56.454941332062376,매우위험
40,구일고등학교,구로구,15.83709870050313,51.975126020091984,51.1,26.5,49.0,4.514844411515665,0.5302776676330382,28.90323,7.541278577476715,70.97225945894482,4,높음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,28.3,0,76,-20,0,매우 안전하지 않음,53.29804121520222,매우위험
41,구현고등학교,구로구,15.83709870050313,51.975126020091984,51.1,26.5,49.0,4.514844411515665,0.5302776676330382,28.90323,7.541278577476715,70.97225945894482,4,높음,0.0,0.0,0.0,0.0,1,100,1,매우 위험,800.0,0,62,-80,2,안전,36.59212121520222,위험
42,국립국악고등학교,강남구,6.136110078095947,30.717738936407585,44.9,34.7,2.0,2.146930105566124,1.1605925374984505,47.99007,1.3306654312834516,19.071216500868555,3,매우낮음,0.0,0.0,0.0,0.0,2,100,1,매우 위험,113.0,1,316,-100,1,매우 안전,7.2610039051906625,매우안전
43,국립전통예술고등학교,금천구,25.15404812753429,76.48300672544111,61.0,18.2,15.0,6.339795201893295,1.0889198323607918,25.6777,5.34627845556708,90.22911414798968,1,매우높음,1.0,0.0,0.0,1.0,1,40,4,보통,41.7,0,243,-60,4,보통,35.1537980797439,위험
44,금옥여자고등학교,양천구,15.982703163465317,58.27027195013396,62.8,13.5,6.0,4.280518811753725,0.4125165284088848,35.63309,2.47819510154163,65.10383413720601,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,75.0,0,109,-20,0,매우 안전하지 않음,50.61122962904668,매우위험
45,금천고등학교,금천구,25.15404812753429,76.48300672544111,61.0,18.2,15.0,6.339795201893295,1.0889198323607918,25.6777,5.34627845556708,90.22911414798968,1,매우높음,0.0,0.0,0.0,0.0,2,100,1,매우 위험,159.5,0,188,-60,4,보통,50.9773580797439,매우위험
46,금호고등학교,성동구,11.548764487207524,37.51640061228952,47.1,33.3,15.0,2.795477403730747,0.5837023471098476,35.35332,1.91429430907649,38.34684585486745,3,매우낮음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,66.75,1,226,-100,1,매우 안전,16.086196599884225,매우안전
47,남강고등학교,관악구,13.034363868983618,52.35769818339811,58.0,20.0,64.0,3.023201664450904,1.1496001927457389,27.82525,3.560242457017959,77.86743315829996,4,높음,1.0,0.0,0.0,1.0,0,40,4,보통,72.6,0,404,-60,4,보통,29.494101332062375,보통
48,노원고등학교,노원구,15.516190047111737,82.9601550453834,45.7,18.5,9.0,4.978838358065423,0.4968158473574574,31.93595,2.2483718251221445,73.82736650264715,2,보통,0.0,0.5,0.0,0.0,0,0,0,매우 안전,2.9000000000000004,0,49,-20,0,매우 안전하지 않음,28.23262913430498,보통
49,누원고등학교,도봉구,27.773168051150225,85.26080789547018,56.2,29.7,16.0,5.916945070096262,0.8401879098525338,27.13315,1.5071463857792364,89.94662719895763,1,매우높음,0.0,0.0,0.0,0.0,1,100,1,매우 위험,179.5,1,59,-40,3,안전하지 않음,56.41666369002516,매우위험
50,단국대학교부속소프트웨어고등학교,강남구,6.136110078095947,30.717738936407585,44.9,34.7,2.0,2.146930105566124,1.1605925374984505,47.99007,1.3306654312834516,19.071216500868555,3,매우낮음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,262.5,1,250,-100,1,매우 안전,7.2610039051906625,매우안전
51,단국대학교사범대학부속고등학교,강남구,6.136110078095947,30.717738936407585,44.9,34.7,2.0,2.146930105566124,1.1605925374984505,47.99007,1.3306654312834516,19.071216500868555,3,매우낮음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,255.0,1,250,-100,1,매우 안전,7.2610039051906625,매우안전
52,당곡고등학교,관악구,13.034363868983618,52.35769818339811,58.0,20.0,64.0,3.023201664450904,1.1496001927457389,27.82525,3.560242457017959,77.86743315829996,4,높음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,63.900000000000006,0,360,-60,4,보통,45.31766133206238,매우위험
53,대경생활과학고등학교,중구,17.528284276901363,38.92644949805368,35.2,32.2,7.0,2.2498769598537574,0.5374834644792986,39.102235,10.96815017928707,35.48083657280671,0,낮음,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0,0,0,매우 안전,145.85,1,242,-100,1,매우 안전,-11.598582821833034,매우안전
54,대광고등학교,동대문구,17.442884496286997,53.49340636239155,46.3,22.0,16.0,4.093671836552462,0.90907541348727,30.11303,3.3485030669244,58.57481779644922,2,보통,0.0,0.0,1.0,0.0,16,80,3,위험,41.0,0,204,-60,4,보통,31.210171729561907,보통
55,대동세무고등학교,종로구,17.296425622118615,27.635266501505303,38.2,53.5,17.0,0.997552178228088,0.321508329233199,23.05023333333333,6.249166777762965,32.34150469437501,0,낮음,1.0,0.0,0.0,1.0,2,40,4,보통,48.650000000000006,0,60,-20,0,매우 안전하지 않음,19.787699192282048,안전
56,대성고등학교,은평구,18.022813528845933,72.71995691290161,53.4,23.9,19.0,2.5311013597006906,0.2855358538727044,29.840355,5.39682743644272,74.88196584935213,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,187.1,0,92,-20,0,매우 안전하지 않음,55.088069008399074,매우위험
57,대신고등학교,종로구,17.296425622118615,27.635266501505303,38.2,53.5,17.0,0.997552178228088,0.321508329233199,23.05023333333333,6.249166777762965,32.34150469437501,0,낮음,0.0,0.0,1.0,0.0,2,60,2,주의,136.35,1,156,-40,3,안전하지 않음,19.493579192282045,안전
58,대영고등학교,영등포구,9.553313977271594,25.866283536372432,39.2,40.5,17.0,3.276145648075097,0.6381347674113096,35.48012,3.242715590441678,25.401158874725976,3,매우낮음,0.0,0.0,0.0,0.0,7,100,1,매우 위험,100.0,0,268,-60,4,보통,21.29639738152229,안전
59,대원고등학교,광진구,16.50469192659666,57.36940166237979,53.1,23.0,7.0,3.966529015431428,0.9240169735537362,30.66952,2.4994566398609,60.19373183370286,2,보통,0.0,0.0,0.0,0.0,2,100,1,매우 위험,70.0,1,179,-40,3,안전하지 않음,42.794538570206186,위험
60,대원여자고등학교,광진구,16.50469192659666,57.36940166237979,53.1,23.0,7.0,3.966529015431428,0.9240169735537362,30.66952,2.4994566398609,60.19373183370286,2,보통,0.0,0.0,1.0,0.0,2,60,2,주의,116.7,1,179,-40,3,안전하지 않음,32.24549857020618,보통
61,대원외국어고등학교,광진구,16.50469192659666,57.36940166237979,53.1,23.0,7.0,3.966529015431428,0.9240169735537362,30.66952,2.4994566398609,60.19373183370286,2,보통,0.0,0.0,0.5,0.0,2,100,1,매우 위험,180.0,1,179,-40,3,안전하지 않음,42.794538570206186,위험
62,대일고등학교,강서구,20.076996315767687,67.13030039602047,62.7,17.2,15.0,5.099762909135696,1.060769135240303,31.65221,2.591577629296631,77.83118571908382,1,매우높음,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0,매우 안전,213.4,0,240,-60,4,보통,18.92846573199678,안전
63,대일관광고등학교,양천구,15.982703163465317,58.27027195013396,62.8,13.5,6.0,4.280518811753725,0.4125165284088848,35.63309,2.47819510154163,65.10383413720601,2,보통,1.0,0.0,1.0,1.0,0,20,5,안전,200.0,0,106,-20,0,매우 안전하지 않음,29.513149629046676,보통
64,대일외국어고등학교,성북구,15.267799937292963,53.43729978052538,49.3,38.8,12.0,2.114308650138409,0.2366660456549628,31.817815,1.910839616861492,50.47278696655239,2,보통,1.0,0.0,1.0,0.0,0,20,5,안전,150.0,0,152,-20,0,매우 안전하지 않음,22.81444173034028,안전
65,대진고등학교,노원구,15.516190047111737,82.9601550453834,45.7,18.5,9.0,4.978838358065423,0.4968158473574574,31.93595,2.2483718251221445,73.82736650264715,2,보통,1.0,0.0,1.0,1.0,0,20,5,안전,81.55000000000001,0,57,-20,0,매우 안전하지 않음,33.50714913430498,보통
66,대진디자인고등학교,강남구,6.136110078095947,30.717738936407585,44.9,34.7,2.0,2.146930105566124,1.1605925374984505,47.99007,1.3306654312834516,19.071216500868555,3,매우낮음,0.5,0.25,0.25,0.5,0,40,4,보통,106.7,0,46,-20,0,매우 안전하지 않음,13.712003905190665,매우안전
67,대진여자고등학교,노원구,15.516190047111737,82.9601550453834,45.7,18.5,9.0,4.978838358065423,0.4968158473574574,31.93595,2.2483718251221445,73.82736650264715,2,보통,0.0,0.0,0.0,0.0,0,100,1,매우 위험,100.0,1,76,-40,3,안전하지 않음,49.036589134304975,매우위험
68,덕성여자고등학교,종로구,17.296425622118615,27.635266501505303,38.2,53.5,17.0,0.997552178228088,0.321508329233199,23.05023333333333,6.249166777762965,32.34150469437501,0,낮음,0.0,0.0,1.0,0.0,7,60,2,주의,100.0,1,48,-40,3,안전하지 않음,19.493579192282045,안전
69,덕수고등학교,성동구,11.548764487207524,37.51640061228952,47.1,33.3,15.0,2.795477403730747,0.5837023471098476,35.35332,1.91429430907649,38.34684585486745,3,매우낮음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,287.9,0,136,-80,2,안전,21.654836599884227,안전
70,덕원여자고등학교,강서구,20.076996315767687,67.13030039602047,62.7,17.2,15.0,5.099762909135696,1.060769135240303,31.65221,2.591577629296631,77.83118571908382,1,매우높음,0.0,0.0,0.0,0.0,0,100,1,매우 위험,100.0,1,44,-40,3,안전하지 않음,50.86970573199677,매우위험
71,덕원예술고등학교,강서구,20.076996315767687,67.13030039602047,62.7,17.2,15.0,5.099762909135696,1.060769135240303,31.65221,2.591577629296631,77.83118571908382,1,매우높음,1.0,0.0,0.5,1.0,0,20,5,안전,137.3,1,44,-40,3,안전하지 않음,29.77162573199678,보통
72,덕일전자공업고등학교,구로구,15.83709870050313,51.975126020091984,51.1,26.5,49.0,4.514844411515665,0.5302776676330382,28.90323,7.541278577476715,70.97225945894482,4,높음,1.0,0.0,1.0,1.0,0,20,5,안전,270.85,1,134,-40,3,안전하지 않음,26.631321215202217,보통
73,도봉고등학교,도봉구,27.773168051150225,85.26080789547018,56.2,29.7,16.0,5.916945070096262,0.8401879098525338,27.13315,1.5071463857792364,89.94662719895763,1,매우높음,0.0,0.0,0.0,0.0,1,100,1,매우 위험,100.0,0,100,-20,0,매우 안전하지 않음,61.98530369002516,매우위험
74,도선고등학교,성동구,11.548764487207524,37.51640061228952,47.1,33.3,15.0,2.795477403730747,0.5837023471098476,35.35332,1.91429430907649,38.34684585486745,3,매우낮음,0.5,0.5,0.0,0.0,4,0,0,매우 안전,214.3,1,246,-100,1,매우 안전,-10.286403400115775,매우안전
75,독산고등학교,금천구,25.15404812753429,76.48300672544111,61.0,18.2,15.0,6.339795201893295,1.0889198323607918,25.6777,5.34627845556708,90.22911414798968,1,매우높음,0.0,0.0,1.0,1.0,0,60,2,주의,96.25,0,186,-60,4,보통,40.428318079743896,위험
76,동구마케팅고등학교,성북구,15.267799937292963,53.43729978052538,49.3,38.8,12.0,2.114308650138409,0.2366660456549628,31.817815,1.910839616861492,50.47278696655239,2,보통,0.0,0.0,0.0,0.0,1,100,1,매우 위험,347.1,0,97,-80,2,안전,27.20660173034028,보통
77,동국대학교사범대학부속고등학교,동대문구,17.442884496286997,53.49340636239155,46.3,22.0,16.0,4.093671836552462,0.90907541348727,30.11303,3.3485030669244,58.57481779644922,2,보통,0.0,0.0,0.0,0.0,1,100,1,매우 위험,309.1,1,140,-40,3,안전하지 않음,42.053331729561904,위험
78,동국대학교사범대학부속여자고등학교,광진구,16.50469192659666,57.36940166237979,53.1,23.0,7.0,3.966529015431428,0.9240169735537362,30.66952,2.4994566398609,60.19373183370286,2,보통,1.0,0.0,0.0,1.0,2,40,4,보통,116.4,0,379,-60,4,보통,21.40233857020619,안전
